payment_id,order_id,payment_sequence,payment_type,installments,payment_value,payment_status
PAY000011321,ORD00010270,1,boleto,1,1148.71,refunded
PAY000011322,ORD00010271,1,credit_card,2,256.24,approved
PAY000011323,ORD00010272,1,credit_card,3,523.85,approved
PAY000011324,ORD00010273,1,boleto,1,1066.11,approved
PAY000011325,ORD00010274,1,credit_card,1,1125.76,refunded
PAY000011326,ORD00010275,1,credit_card,3,1118.5,approved
PAY000011327,ORD00010276,1,credit_card,2,789.58,approved
PAY000011328,ORD00010277,1,credit_card,2,363.84,approved
PAY000011329,ORD00010277,2,credit_card,2,561.76,approved
PAY000011330,ORD00010278,1,credit_card,3,505.69,approved
PAY000011331,ORD00010279,1,debit_card,1,773.68,approved
PAY000011332,ORD00010280,1,credit_card,12,736.53,approved
PAY000011333,ORD00010281,1,boleto,1,1020.44,approved
PAY000011334,ORD00010281,2,debit_card,1,620.65,approved
PAY000011335,ORD00010282,1,credit_card,6,875.29,approved
PAY000011336,ORD00010283,1,debit_card,1,307.75,approved
PAY000011337,ORD00010283,2,credit_card,6,229.33,approved
PAY000011338,ORD00010284,1,credit_card,2,258.91,approved
PAY000011339,ORD00010285,1,debit_card,1,574.23,approved
PAY000011340,ORD00010286,1,credit_card,6,374.2,approved
PAY000011341,ORD00010287,1,credit_card,3,1060.11,approved
PAY000011342,ORD00010288,1,credit_card,2,1044.55,approved
PAY000011343,ORD00010289,1,credit_card,6,994.09,approved
PAY000011344,ORD00010290,1,boleto,1,278.61,approved
PAY000011345,ORD00010291,1,credit_card,2,385.94,approved
PAY000011346,ORD00010292,1,credit_card,6,233.57,approved
PAY000011347,ORD00010292,2,credit_card,1,643.36,approved
PAY000011348,ORD00010293,1,credit_card,3,75.72,approved
PAY000011349,ORD00010294,1,credit_card,12,531.55,approved
PAY000011350,ORD00010295,1,boleto,1,657.12,approved
PAY000011351,ORD00010296,1,credit_card,12,945.84,approved
PAY000011352,ORD00010297,1,boleto,1,27.7,approved
PAY000011353,ORD00010298,1,credit_card,6,771.17,approved
PAY000011354,ORD00010299,1,credit_card,12,406.88,approved
PAY000011355,ORD00010300,1,credit_card,12,357.37,approved
PAY000011356,ORD00010301,1,credit_card,2,1098.09,approved
PAY000011357,ORD00010302,1,credit_card,1,615.71,approved
PAY000011358,ORD00010303,1,debit_card,1,115.06,approved
PAY000011359,ORD00010304,1,debit_card,1,346.82,approved
PAY000011360,ORD00010305,1,boleto,1,1179.15,approved
PAY000011361,ORD00010306,1,boleto,1,517.08,approved
PAY000011362,ORD00010307,1,boleto,1,770.55,approved
PAY000011363,ORD00010308,1,credit_card,1,105.95,approved
PAY000011364,ORD00010309,1,credit_card,2,1131.57,approved
PAY000011365,ORD00010309,2,credit_card,6,836.72,approved
PAY000011366,ORD00010310,1,credit_card,6,138.65,approved
PAY000011367,ORD00010311,1,credit_card,12,743.32,approved
PAY000011368,ORD00010311,2,boleto,1,733.94,approved
PAY000011369,ORD00010312,1,voucher,1,412.93,approved
PAY000011370,ORD00010313,1,credit_card,6,878.3,approved
PAY000011371,ORD00010314,1,credit_card,6,297.35,approved
PAY000011372,ORD00010315,1,credit_card,12,110.36,approved
PAY000011373,ORD00010316,1,credit_card,1,731.96,approved
PAY000011374,ORD00010317,1,credit_card,1,32.83,approved
PAY000011375,ORD00010317,2,credit_card,1,104.69,approved
PAY000011376,ORD00010318,1,credit_card,12,557.12,refunded
PAY000011377,ORD00010319,1,credit_card,6,192.14,approved
PAY000011378,ORD00010320,1,boleto,1,826.87,approved
PAY000011379,ORD00010321,1,credit_card,2,575.53,approved
PAY000011380,ORD00010321,2,credit_card,2,519.52,approved
PAY000011381,ORD00010322,1,debit_card,1,1030.98,approved
PAY000011382,ORD00010323,1,credit_card,1,610.77,approved
PAY000011383,ORD00010324,1,credit_card,2,802.39,approved
PAY000011384,ORD00010324,2,credit_card,1,678.16,approved
PAY000011385,ORD00010325,1,credit_card,3,809.46,approved
PAY000011386,ORD00010326,1,credit_card,2,278.27,approved
PAY000011387,ORD00010326,2,debit_card,1,535.95,approved
PAY000011388,ORD00010327,1,debit_card,1,360.35,approved
PAY000011389,ORD00010328,1,credit_card,12,790.74,approved
PAY000011390,ORD00010329,1,credit_card,12,576.91,approved
PAY000011391,ORD00010330,1,credit_card,1,580.37,approved
PAY000011392,ORD00010331,1,credit_card,3,558.68,approved
PAY000011393,ORD00010332,1,credit_card,6,1029.54,approved
PAY000011394,ORD00010333,1,credit_card,1,316.81,approved
PAY000011395,ORD00010334,1,voucher,1,1150.82,approved
PAY000011396,ORD00010335,1,credit_card,12,862.38,approved
PAY000011397,ORD00010336,1,credit_card,12,986.37,approved
PAY000011398,ORD00010337,1,credit_card,1,116.94,approved
PAY000011399,ORD00010338,1,voucher,1,1162.03,approved
PAY000011400,ORD00010339,1,debit_card,1,752.98,approved
PAY000011401,ORD00010340,1,credit_card,2,1043.15,approved
PAY000011402,ORD00010341,1,debit_card,1,758.75,approved
PAY000011403,ORD00010342,1,voucher,1,1060.94,approved
PAY000011404,ORD00010343,1,credit_card,12,951.36,approved
PAY000011405,ORD00010344,1,credit_card,12,90.29,approved
PAY000011406,ORD00010345,1,boleto,1,770.33,approved
PAY000011407,ORD00010346,1,credit_card,6,256.45,approved
PAY000011408,ORD00010347,1,credit_card,6,1048.8,approved
PAY000011409,ORD00010348,1,credit_card,2,109.64,approved
PAY000011410,ORD00010349,1,credit_card,2,404.99,approved
PAY000011411,ORD00010350,1,voucher,1,881.07,approved
PAY000011412,ORD00010351,1,credit_card,12,790.04,approved
PAY000011413,ORD00010352,1,credit_card,1,868.28,approved
PAY000011414,ORD00010353,1,voucher,1,971.12,approved
PAY000011415,ORD00010354,1,credit_card,3,289.85,approved
PAY000011416,ORD00010355,1,credit_card,2,310.67,approved
PAY000011417,ORD00010356,1,credit_card,2,504.16,approved
PAY000011418,ORD00010357,1,boleto,1,1195.2,refunded
PAY000011419,ORD00010358,1,credit_card,3,395.86,approved
PAY000011420,ORD00010359,1,debit_card,1,564.39,approved
PAY000011421,ORD00010360,1,credit_card,3,817.5,approved
PAY000011422,ORD00010361,1,credit_card,12,730.13,approved
PAY000011423,ORD00010362,1,credit_card,6,932.8,approved
PAY000011424,ORD00010363,1,credit_card,12,588.95,refunded
PAY000011425,ORD00010363,2,credit_card,6,249.42,refunded
PAY000011426,ORD00010364,1,debit_card,1,416.66,approved
PAY000011427,ORD00010365,1,credit_card,6,901.29,approved
PAY000011428,ORD00010366,1,boleto,1,1160.18,approved
PAY000011429,ORD00010367,1,credit_card,1,778.48,approved
PAY000011430,ORD00010368,1,boleto,1,1114.82,approved
PAY000011431,ORD00010368,2,debit_card,1,946.83,approved
PAY000011432,ORD00010369,1,credit_card,6,827.39,approved
PAY000011433,ORD00010370,1,boleto,1,1132.8,approved
PAY000011434,ORD00010370,2,credit_card,3,315.08,approved
PAY000011435,ORD00010371,1,credit_card,2,132.01,approved
PAY000011436,ORD00010372,1,credit_card,1,739.96,approved
PAY000011437,ORD00010373,1,credit_card,12,135.52,approved
PAY000011438,ORD00010374,1,credit_card,3,454.3,approved
PAY000011439,ORD00010375,1,boleto,1,805.73,approved
PAY000011440,ORD00010376,1,boleto,1,601.77,approved
PAY000011441,ORD00010377,1,credit_card,1,644.44,approved
PAY000011442,ORD00010378,1,voucher,1,961.56,approved
PAY000011443,ORD00010379,1,credit_card,2,742.76,approved
PAY000011444,ORD00010380,1,boleto,1,469.83,approved
PAY000011445,ORD00010381,1,credit_card,12,1086.03,approved
PAY000011446,ORD00010382,1,credit_card,12,320.04,approved
PAY000011447,ORD00010383,1,credit_card,2,1184.09,approved
PAY000011448,ORD00010384,1,debit_card,1,479.8,approved
PAY000011449,ORD00010385,1,debit_card,1,629.4,approved
PAY000011450,ORD00010386,1,credit_card,3,669.38,approved
PAY000011451,ORD00010387,1,credit_card,2,730.56,approved
PAY000011452,ORD00010388,1,boleto,1,871.95,approved
PAY000011453,ORD00010389,1,debit_card,1,377.05,approved
PAY000011454,ORD00010390,1,voucher,1,1070.33,approved
PAY000011455,ORD00010390,2,boleto,1,238.46,approved
PAY000011456,ORD00010391,1,boleto,1,121.53,approved
PAY000011457,ORD00010392,1,boleto,1,654.45,approved
PAY000011458,ORD00010393,1,credit_card,12,333.43,approved
PAY000011459,ORD00010394,1,boleto,1,387.02,approved
PAY000011460,ORD00010395,1,credit_card,12,1006.2,approved
PAY000011461,ORD00010396,1,debit_card,1,859.23,approved
PAY000011462,ORD00010397,1,boleto,1,1158.91,approved
PAY000011463,ORD00010398,1,credit_card,2,543.45,approved
PAY000011464,ORD00010399,1,debit_card,1,223.98,refunded
PAY000011465,ORD00010400,1,boleto,1,1005.39,approved
PAY000011466,ORD00010401,1,credit_card,1,99.81,approved
PAY000011467,ORD00010402,1,credit_card,2,1041.04,approved
PAY000011468,ORD00010402,2,credit_card,3,768.28,approved
PAY000011469,ORD00010403,1,boleto,1,265.99,approved
PAY000011470,ORD00010404,1,debit_card,1,126.33,approved
PAY000011471,ORD00010405,1,debit_card,1,752.15,approved
PAY000011472,ORD00010406,1,credit_card,6,314.66,approved
PAY000011473,ORD00010407,1,credit_card,2,312.64,approved
PAY000011474,ORD00010408,1,credit_card,3,557.09,approved
PAY000011475,ORD00010409,1,debit_card,1,879.63,approved
PAY000011476,ORD00010410,1,voucher,1,365.2,approved
PAY000011477,ORD00010411,1,debit_card,1,70.4,approved
PAY000011478,ORD00010412,1,credit_card,6,576.65,approved
PAY000011479,ORD00010413,1,credit_card,12,715.53,refunded
PAY000011480,ORD00010413,2,credit_card,3,790.56,refunded
PAY000011481,ORD00010414,1,credit_card,12,823.78,approved
PAY000011482,ORD00010415,1,boleto,1,703.82,approved
PAY000011483,ORD00010415,2,debit_card,1,409.97,approved
PAY000011484,ORD00010416,1,credit_card,2,595.03,approved
PAY000011485,ORD00010417,1,credit_card,12,463.68,approved
PAY000011486,ORD00010418,1,credit_card,3,34.87,refunded
PAY000011487,ORD00010419,1,debit_card,1,1166.43,approved
PAY000011488,ORD00010420,1,boleto,1,961.88,refunded
PAY000011489,ORD00010420,2,credit_card,3,1118.32,refunded
PAY000011490,ORD00010421,1,debit_card,1,687.01,approved
PAY000011491,ORD00010422,1,credit_card,1,121.05,approved
PAY000011492,ORD00010423,1,credit_card,12,394.84,approved
PAY000011493,ORD00010424,1,debit_card,1,1092.84,approved
PAY000011494,ORD00010425,1,credit_card,6,1155.91,approved
PAY000011495,ORD00010425,2,debit_card,1,784.87,approved
PAY000011496,ORD00010426,1,boleto,1,644.7,approved
PAY000011497,ORD00010427,1,boleto,1,272.46,approved
PAY000011498,ORD00010428,1,credit_card,1,524.39,approved
PAY000011499,ORD00010429,1,credit_card,3,985.74,approved
PAY000011500,ORD00010430,1,debit_card,1,1177.01,approved
PAY000011501,ORD00010431,1,boleto,1,358.02,approved
PAY000011502,ORD00010432,1,credit_card,6,867.98,approved
PAY000011503,ORD00010433,1,credit_card,3,730.15,approved
PAY000011504,ORD00010434,1,credit_card,2,427.95,approved
PAY000011505,ORD00010435,1,credit_card,2,371.96,approved
PAY000011506,ORD00010436,1,credit_card,3,791.0,approved
PAY000011507,ORD00010437,1,boleto,1,1067.19,approved
PAY000011508,ORD00010438,1,credit_card,6,672.26,approved
PAY000011509,ORD00010438,2,voucher,1,679.25,approved
PAY000011510,ORD00010439,1,credit_card,2,682.79,approved
PAY000011511,ORD00010440,1,credit_card,1,978.86,approved
PAY000011512,ORD00010441,1,credit_card,1,1123.51,approved
PAY000011513,ORD00010442,1,debit_card,1,404.02,approved
PAY000011514,ORD00010443,1,credit_card,12,1028.91,refunded
PAY000011515,ORD00010444,1,boleto,1,744.63,approved
PAY000011516,ORD00010445,1,debit_card,1,326.29,approved
PAY000011517,ORD00010446,1,credit_card,3,121.55,approved
PAY000011518,ORD00010447,1,boleto,1,127.69,approved
PAY000011519,ORD00010448,1,credit_card,12,1143.14,refunded
PAY000011520,ORD00010449,1,credit_card,12,492.89,approved
PAY000011521,ORD00010450,1,debit_card,1,826.65,approved
PAY000011522,ORD00010451,1,credit_card,3,745.42,approved
PAY000011523,ORD00010452,1,debit_card,1,523.35,approved
PAY000011524,ORD00010453,1,credit_card,6,331.5,approved
PAY000011525,ORD00010454,1,credit_card,6,1023.28,approved
PAY000011526,ORD00010455,1,credit_card,12,294.84,approved
PAY000011527,ORD00010456,1,debit_card,1,861.83,approved
PAY000011528,ORD00010457,1,credit_card,12,622.0,approved
PAY000011529,ORD00010458,1,credit_card,3,200.08,approved
PAY000011530,ORD00010459,1,credit_card,2,917.43,approved
PAY000011531,ORD00010460,1,credit_card,3,918.42,approved
PAY000011532,ORD00010461,1,boleto,1,471.35,approved
PAY000011533,ORD00010462,1,credit_card,6,567.54,approved
PAY000011534,ORD00010463,1,credit_card,2,494.74,approved
PAY000011535,ORD00010464,1,boleto,1,905.95,approved
PAY000011536,ORD00010465,1,boleto,1,1079.54,approved
PAY000011537,ORD00010465,2,credit_card,6,452.7,approved
PAY000011538,ORD00010466,1,credit_card,3,281.19,approved
PAY000011539,ORD00010467,1,boleto,1,578.7,approved
PAY000011540,ORD00010468,1,boleto,1,427.41,approved
PAY000011541,ORD00010469,1,credit_card,2,1195.18,approved
PAY000011542,ORD00010470,1,credit_card,2,745.05,approved
PAY000011543,ORD00010471,1,boleto,1,412.43,approved
PAY000011544,ORD00010472,1,boleto,1,270.71,approved
PAY000011545,ORD00010473,1,boleto,1,460.72,approved
PAY000011546,ORD00010474,1,credit_card,6,941.65,approved
PAY000011547,ORD00010475,1,credit_card,12,541.94,approved
PAY000011548,ORD00010476,1,credit_card,6,762.29,approved
PAY000011549,ORD00010476,2,credit_card,12,623.66,approved
PAY000011550,ORD00010477,1,credit_card,6,248.79,approved
PAY000011551,ORD00010478,1,credit_card,1,958.39,approved
PAY000011552,ORD00010479,1,debit_card,1,996.99,approved
PAY000011553,ORD00010479,2,credit_card,2,475.15,approved
PAY000011554,ORD00010480,1,boleto,1,51.94,approved
PAY000011555,ORD00010481,1,credit_card,12,733.46,approved
PAY000011556,ORD00010482,1,credit_card,12,758.29,approved
PAY000011557,ORD00010483,1,credit_card,3,976.95,approved
PAY000011558,ORD00010484,1,credit_card,1,461.5,approved
PAY000011559,ORD00010485,1,credit_card,3,866.15,approved
PAY000011560,ORD00010486,1,debit_card,1,405.29,approved
PAY000011561,ORD00010487,1,debit_card,1,104.57,approved
PAY000011562,ORD00010488,1,credit_card,1,199.32,refunded
PAY000011563,ORD00010489,1,debit_card,1,102.9,approved
PAY000011564,ORD00010490,1,credit_card,3,668.81,approved
PAY000011565,ORD00010491,1,boleto,1,238.3,approved
PAY000011566,ORD00010492,1,credit_card,12,475.43,approved
PAY000011567,ORD00010493,1,boleto,1,702.68,approved
PAY000011568,ORD00010493,2,boleto,1,836.31,approved
PAY000011569,ORD00010494,1,debit_card,1,607.94,approved
PAY000011570,ORD00010495,1,voucher,1,558.2,approved
PAY000011571,ORD00010495,2,credit_card,1,929.48,approved
PAY000011572,ORD00010496,1,credit_card,12,560.85,approved
PAY000011573,ORD00010497,1,boleto,1,957.96,approved
PAY000011574,ORD00010497,2,boleto,1,206.95,approved
PAY000011575,ORD00010498,1,credit_card,3,940.55,approved
PAY000011576,ORD00010499,1,voucher,1,456.54,approved
PAY000011577,ORD00010500,1,debit_card,1,107.79,approved
PAY000011578,ORD00010501,1,credit_card,1,1160.68,approved
PAY000011579,ORD00010502,1,boleto,1,797.64,approved
PAY000011580,ORD00010503,1,boleto,1,428.15,approved
PAY000011581,ORD00010504,1,credit_card,3,1192.8,approved
PAY000011582,ORD00010505,1,credit_card,2,531.42,approved
PAY000011583,ORD00010506,1,credit_card,6,1089.61,approved
PAY000011584,ORD00010506,2,credit_card,6,150.32,approved
PAY000011585,ORD00010507,1,credit_card,6,260.45,approved
PAY000011586,ORD00010508,1,boleto,1,107.5,approved
PAY000011587,ORD00010509,1,credit_card,3,784.82,refunded
PAY000011588,ORD00010510,1,debit_card,1,1183.76,approved
PAY000011589,ORD00010511,1,credit_card,6,1134.04,approved
PAY000011590,ORD00010512,1,debit_card,1,636.06,approved
PAY000011591,ORD00010513,1,credit_card,6,495.54,approved
PAY000011592,ORD00010514,1,debit_card,1,409.06,approved
PAY000011593,ORD00010515,1,debit_card,1,1092.15,approved
PAY000011594,ORD00010516,1,boleto,1,38.35,approved
PAY000011595,ORD00010517,1,boleto,1,1116.49,approved
PAY000011596,ORD00010518,1,credit_card,2,914.1,approved
PAY000011597,ORD00010519,1,debit_card,1,99.78,approved
PAY000011598,ORD00010520,1,boleto,1,440.84,approved
PAY000011599,ORD00010521,1,credit_card,6,1113.07,approved
PAY000011600,ORD00010522,1,credit_card,12,938.58,approved
PAY000011601,ORD00010523,1,credit_card,3,950.41,approved
PAY000011602,ORD00010524,1,credit_card,2,771.94,approved
PAY000011603,ORD00010525,1,debit_card,1,480.22,approved
PAY000011604,ORD00010526,1,credit_card,12,601.91,approved
PAY000011605,ORD00010527,1,credit_card,12,824.41,approved
PAY000011606,ORD00010528,1,credit_card,3,581.37,approved
PAY000011607,ORD00010528,2,credit_card,3,420.78,approved
PAY000011608,ORD00010529,1,credit_card,1,234.58,approved
PAY000011609,ORD00010530,1,voucher,1,1093.06,approved
PAY000011610,ORD00010531,1,credit_card,1,713.6,approved
PAY000011611,ORD00010531,2,credit_card,3,676.35,approved
PAY000011612,ORD00010532,1,credit_card,3,942.7,approved
PAY000011613,ORD00010533,1,debit_card,1,270.99,refunded
PAY000011614,ORD00010534,1,boleto,1,1173.16,approved
PAY000011615,ORD00010535,1,credit_card,6,273.32,approved
PAY000011616,ORD00010536,1,credit_card,3,56.57,approved
PAY000011617,ORD00010537,1,boleto,1,414.67,approved
PAY000011618,ORD00010538,1,credit_card,2,694.33,approved
PAY000011619,ORD00010538,2,credit_card,3,1112.4,approved
PAY000011620,ORD00010539,1,debit_card,1,359.66,approved
PAY000011621,ORD00010540,1,credit_card,6,222.33,approved
PAY000011622,ORD00010541,1,credit_card,1,433.83,approved
PAY000011623,ORD00010542,1,voucher,1,721.58,approved
PAY000011624,ORD00010543,1,boleto,1,273.31,approved
PAY000011625,ORD00010544,1,credit_card,12,358.08,approved
PAY000011626,ORD00010545,1,boleto,1,644.99,approved
PAY000011627,ORD00010546,1,credit_card,12,169.47,approved
PAY000011628,ORD00010547,1,boleto,1,590.42,approved
PAY000011629,ORD00010548,1,credit_card,12,1141.45,approved
PAY000011630,ORD00010549,1,credit_card,6,208.04,approved
PAY000011631,ORD00010550,1,boleto,1,515.68,approved
PAY000011632,ORD00010551,1,credit_card,2,194.62,approved
PAY000011633,ORD00010552,1,credit_card,12,663.17,approved
PAY000011634,ORD00010553,1,credit_card,1,781.17,approved
PAY000011635,ORD00010554,1,debit_card,1,1151.4,approved
PAY000011636,ORD00010555,1,credit_card,3,540.08,approved
PAY000011637,ORD00010556,1,boleto,1,734.76,approved
PAY000011638,ORD00010557,1,debit_card,1,366.78,approved
PAY000011639,ORD00010558,1,credit_card,12,345.2,approved
PAY000011640,ORD00010559,1,credit_card,1,869.84,approved
PAY000011641,ORD00010559,2,credit_card,3,1131.98,approved
PAY000011642,ORD00010560,1,boleto,1,874.24,approved
PAY000011643,ORD00010561,1,debit_card,1,635.88,approved
PAY000011644,ORD00010562,1,debit_card,1,851.31,approved
PAY000011645,ORD00010563,1,boleto,1,777.12,refunded
PAY000011646,ORD00010564,1,debit_card,1,220.25,approved
PAY000011647,ORD00010565,1,voucher,1,1008.33,approved
PAY000011648,ORD00010566,1,debit_card,1,1086.1,approved
PAY000011649,ORD00010566,2,credit_card,1,84.23,approved
PAY000011650,ORD00010567,1,credit_card,3,909.97,approved
PAY000011651,ORD00010568,1,credit_card,12,584.22,approved
PAY000011652,ORD00010569,1,credit_card,3,547.1,approved
PAY000011653,ORD00010570,1,boleto,1,1007.02,approved
PAY000011654,ORD00010571,1,credit_card,6,502.15,approved
PAY000011655,ORD00010572,1,credit_card,1,1098.92,approved
PAY000011656,ORD00010573,1,boleto,1,48.1,approved
PAY000011657,ORD00010574,1,credit_card,1,103.15,approved
PAY000011658,ORD00010575,1,credit_card,12,340.98,approved
PAY000011659,ORD00010576,1,credit_card,6,1025.7,approved
PAY000011660,ORD00010577,1,credit_card,2,1054.0,approved
PAY000011661,ORD00010578,1,debit_card,1,332.14,approved
PAY000011662,ORD00010579,1,credit_card,3,1125.42,approved
PAY000011663,ORD00010580,1,credit_card,12,881.54,approved
PAY000011664,ORD00010581,1,credit_card,2,825.83,refunded
PAY000011665,ORD00010582,1,credit_card,6,1108.87,approved
PAY000011666,ORD00010583,1,credit_card,2,915.36,approved
PAY000011667,ORD00010584,1,credit_card,12,826.46,approved
PAY000011668,ORD00010585,1,credit_card,12,1028.96,approved
PAY000011669,ORD00010586,1,boleto,1,505.77,approved
PAY000011670,ORD00010586,2,credit_card,2,678.46,approved
PAY000011671,ORD00010587,1,debit_card,1,145.42,approved
PAY000011672,ORD00010588,1,credit_card,1,975.95,approved
PAY000011673,ORD00010589,1,credit_card,6,162.13,approved
PAY000011674,ORD00010590,1,debit_card,1,141.77,approved
PAY000011675,ORD00010591,1,credit_card,12,761.07,approved
PAY000011676,ORD00010592,1,credit_card,2,507.22,approved
PAY000011677,ORD00010593,1,boleto,1,533.99,approved
PAY000011678,ORD00010594,1,voucher,1,698.55,approved
PAY000011679,ORD00010595,1,debit_card,1,1102.27,approved
PAY000011680,ORD00010596,1,debit_card,1,1019.45,approved
PAY000011681,ORD00010597,1,debit_card,1,1062.33,approved
PAY000011682,ORD00010598,1,credit_card,1,759.67,approved
PAY000011683,ORD00010599,1,boleto,1,320.14,approved
PAY000011684,ORD00010600,1,credit_card,2,133.41,approved
PAY000011685,ORD00010601,1,boleto,1,1153.98,approved
PAY000011686,ORD00010602,1,credit_card,12,896.42,refunded
PAY000011687,ORD00010603,1,debit_card,1,1002.01,approved
PAY000011688,ORD00010604,1,boleto,1,367.92,approved
PAY000011689,ORD00010605,1,debit_card,1,607.63,approved
PAY000011690,ORD00010606,1,credit_card,12,416.95,approved
PAY000011691,ORD00010607,1,debit_card,1,1019.66,approved
PAY000011692,ORD00010607,2,credit_card,2,184.84,approved
PAY000011693,ORD00010608,1,credit_card,3,1102.13,approved
PAY000011694,ORD00010608,2,credit_card,12,1043.02,approved
PAY000011695,ORD00010609,1,boleto,1,451.98,approved
PAY000011696,ORD00010610,1,boleto,1,120.26,approved
PAY000011697,ORD00010611,1,credit_card,3,947.68,approved
PAY000011698,ORD00010612,1,credit_card,3,709.39,approved
PAY000011699,ORD00010613,1,credit_card,1,125.35,approved
PAY000011700,ORD00010614,1,credit_card,6,49.6,approved
PAY000011701,ORD00010615,1,boleto,1,459.59,approved
PAY000011702,ORD00010616,1,boleto,1,632.42,approved
PAY000011703,ORD00010617,1,credit_card,12,912.65,approved
PAY000011704,ORD00010618,1,credit_card,12,1022.63,approved
PAY000011705,ORD00010619,1,credit_card,1,882.51,approved
PAY000011706,ORD00010620,1,debit_card,1,521.8,approved
PAY000011707,ORD00010621,1,boleto,1,1199.78,approved
PAY000011708,ORD00010622,1,boleto,1,719.64,approved
PAY000011709,ORD00010622,2,credit_card,1,96.83,approved
PAY000011710,ORD00010623,1,credit_card,2,400.0,approved
PAY000011711,ORD00010624,1,credit_card,2,271.17,approved
PAY000011712,ORD00010625,1,boleto,1,164.48,approved
PAY000011713,ORD00010626,1,credit_card,12,855.35,approved
PAY000011714,ORD00010627,1,credit_card,1,415.4,approved
PAY000011715,ORD00010628,1,debit_card,1,1109.62,approved
PAY000011716,ORD00010629,1,credit_card,6,136.57,approved
PAY000011717,ORD00010630,1,credit_card,12,1016.32,approved
PAY000011718,ORD00010631,1,credit_card,6,439.54,approved
PAY000011719,ORD00010632,1,credit_card,2,488.11,approved
PAY000011720,ORD00010633,1,credit_card,1,926.74,approved
PAY000011721,ORD00010634,1,debit_card,1,1099.71,approved
PAY000011722,ORD00010635,1,debit_card,1,67.29,approved
PAY000011723,ORD00010636,1,debit_card,1,1153.99,approved
PAY000011724,ORD00010637,1,credit_card,1,544.08,approved
PAY000011725,ORD00010638,1,credit_card,6,427.41,approved
PAY000011726,ORD00010639,1,credit_card,12,1019.79,approved
PAY000011727,ORD00010640,1,credit_card,12,55.76,approved
PAY000011728,ORD00010641,1,credit_card,6,1094.84,refunded
PAY000011729,ORD00010642,1,credit_card,2,351.52,approved
PAY000011730,ORD00010643,1,debit_card,1,576.86,approved
PAY000011731,ORD00010643,2,credit_card,6,864.21,approved
PAY000011732,ORD00010644,1,credit_card,1,1079.36,refunded
PAY000011733,ORD00010645,1,credit_card,12,566.91,refunded
PAY000011734,ORD00010646,1,credit_card,1,462.83,approved
PAY000011735,ORD00010647,1,credit_card,1,141.51,approved
PAY000011736,ORD00010648,1,debit_card,1,930.34,approved
PAY000011737,ORD00010649,1,boleto,1,623.34,approved
PAY000011738,ORD00010650,1,credit_card,12,412.66,refunded
PAY000011739,ORD00010651,1,debit_card,1,649.18,approved
PAY000011740,ORD00010652,1,credit_card,3,302.9,approved
PAY000011741,ORD00010653,1,voucher,1,169.15,approved
PAY000011742,ORD00010654,1,boleto,1,265.69,approved
PAY000011743,ORD00010655,1,boleto,1,923.26,approved
PAY000011744,ORD00010656,1,credit_card,12,545.11,refunded
PAY000011745,ORD00010657,1,credit_card,12,1012.35,approved
PAY000011746,ORD00010658,1,credit_card,12,1061.92,approved
PAY000011747,ORD00010659,1,credit_card,2,1079.3,approved
PAY000011748,ORD00010660,1,credit_card,6,626.74,approved
PAY000011749,ORD00010661,1,credit_card,1,405.93,approved
PAY000011750,ORD00010662,1,credit_card,2,860.5,approved
PAY000011751,ORD00010663,1,credit_card,6,644.91,approved
PAY000011752,ORD00010664,1,credit_card,6,1160.78,approved
PAY000011753,ORD00010664,2,voucher,1,1134.13,approved
PAY000011754,ORD00010665,1,credit_card,3,1092.36,approved
PAY000011755,ORD00010666,1,debit_card,1,553.85,approved
PAY000011756,ORD00010667,1,credit_card,2,643.36,approved
PAY000011757,ORD00010668,1,credit_card,12,248.2,approved
PAY000011758,ORD00010669,1,credit_card,3,803.76,approved
PAY000011759,ORD00010670,1,credit_card,2,157.58,approved
PAY000011760,ORD00010671,1,credit_card,2,98.7,approved
PAY000011761,ORD00010672,1,credit_card,1,1133.29,approved
PAY000011762,ORD00010672,2,boleto,1,372.21,approved
PAY000011763,ORD00010673,1,credit_card,3,1182.94,approved
PAY000011764,ORD00010674,1,debit_card,1,811.26,approved
PAY000011765,ORD00010675,1,credit_card,6,354.48,approved
PAY000011766,ORD00010676,1,credit_card,3,220.88,approved
PAY000011767,ORD00010677,1,credit_card,1,500.27,approved
PAY000011768,ORD00010678,1,credit_card,2,142.02,approved
PAY000011769,ORD00010679,1,debit_card,1,911.32,approved
PAY000011770,ORD00010680,1,boleto,1,1178.99,approved
PAY000011771,ORD00010681,1,credit_card,1,586.86,approved
PAY000011772,ORD00010681,2,credit_card,1,581.02,approved
PAY000011773,ORD00010682,1,debit_card,1,247.78,approved
PAY000011774,ORD00010683,1,boleto,1,588.5,approved
PAY000011775,ORD00010684,1,credit_card,6,1160.71,approved
PAY000011776,ORD00010685,1,boleto,1,251.36,approved
PAY000011777,ORD00010686,1,credit_card,12,1195.61,approved
PAY000011778,ORD00010687,1,debit_card,1,754.24,approved
PAY000011779,ORD00010688,1,debit_card,1,665.49,approved
PAY000011780,ORD00010689,1,boleto,1,701.84,approved
PAY000011781,ORD00010690,1,boleto,1,1052.01,approved
PAY000011782,ORD00010691,1,credit_card,1,31.24,approved
PAY000011783,ORD00010692,1,debit_card,1,702.82,approved
PAY000011784,ORD00010693,1,boleto,1,255.16,approved
PAY000011785,ORD00010694,1,debit_card,1,340.46,approved
